,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price
222,2014-10-21,3.0,2.25,2210,5742,1.0,False,3,8,1460,750,1951,0,98115,47.6891,-122.318,590000.0
223,2015-04-02,5.0,2.0,1210,12538,2.0,False,3,7,1210,0,1982,0,98023,47.2848,-122.361,230000.0
224,2015-04-07,3.0,1.75,2070,9827,1.0,False,4,7,1420,650,1967,0,98027,47.522,-122.05,503000.0
225,2014-11-18,4.0,2.25,1500,5393,2.0,False,3,7,1500,0,1999,0,98001,47.3378,-122.26299999999999,210000.0
226,2014-07-22,3.0,1.0,1110,7000,1.5,False,4,7,1110,0,1955,0,98133,47.754,-122.34100000000001,302000.0
227,2015-01-21,4.0,2.5,2880,23994,2.0,False,3,9,2880,0,2002,0,98022,47.2124,-122.005,535000.0
228,2014-07-09,4.0,2.5,1660,8063,1.0,False,4,7,1660,0,1978,0,98198,47.3761,-122.32,270000.0
229,2015-04-15,2.0,1.0,1030,4188,1.0,False,3,8,1030,0,1981,0,98038,47.3738,-122.057,189950.0
230,2014-08-28,5.0,3.25,4130,7197,2.0,False,3,10,4130,0,2012,0,98074,47.6022,-122.06,995000.0
231,2015-04-13,5.0,1.5,1720,4000,1.5,False,3,7,1520,200,1925,0,98112,47.6197,-122.287,683000.0
232,2014-08-12,4.0,2.5,2500,11070,1.0,False,4,8,1300,1200,1964,0,98003,47.336000000000006,-122.334,380000.0
233,2014-10-06,3.0,2.75,3160,9072,2.0,False,3,9,3160,0,2005,0,98056,47.5147,-122.177,553000.0
234,2014-07-28,3.0,2.5,1600,7982,2.0,False,3,8,1600,0,1993,0,98001,47.3397,-122.266,315000.0
235,2015-01-07,3.0,1.75,1340,6300,1.0,False,3,7,1340,0,1972,0,98034,47.7186,-122.21799999999999,354000.0
236,2014-05-19,3.0,2.5,2680,7757,2.0,False,3,8,2680,0,1990,0,98023,47.2918,-122.346,320000.0
237,2014-05-24,2.0,1.0,1010,4320,1.0,False,5,7,1010,0,1924,0,98115,47.6846,-122.31700000000001,501000.0
238,2015-03-27,4.0,3.5,4370,37193,2.0,False,3,8,2780,1590,1996,0,98022,47.24100000000001,-121.979,473000.0
239,2014-12-03,4.0,1.75,1760,5750,1.0,False,5,7,1070,690,1962,0,98126,47.5521,-122.37299999999999,471000.0
240,2015-02-17,3.0,1.0,1590,7759,2.0,False,4,7,1590,0,1912,1984,98065,47.5217,-121.819,323000.0
241,2014-11-26,3.0,2.5,1690,4102,2.0,False,3,7,1690,0,2003,0,98038,47.3552,-122.015,295000.0
242,2014-07-14,3.0,2.75,3010,12432,1.0,False,4,8,1890,1120,1970,0,98052,47.6392,-122.10799999999999,745000.0
243,2014-09-24,3.0,2.5,1730,4924,2.0,False,3,8,1730,0,1996,0,98029,47.5672,-122.005,480680.0
244,2015-04-15,3.0,1.5,1320,1250,3.0,False,3,8,1320,0,2008,0,98103,47.6536,-122.34100000000001,580000.0
245,2015-01-07,3.0,1.0,1430,8640,1.0,False,5,7,1430,0,1954,0,98006,47.571999999999996,-122.147,551100.0
246,2015-01-07,5.0,2.5,2990,15085,2.0,False,3,9,2990,0,2007,0,98011,47.746,-122.21799999999999,625000.0
247,2014-06-13,4.0,2.5,2540,6365,2.0,False,3,8,1870,670,2000,0,98055,47.4608,-122.215,380000.0
248,2015-05-01,4.0,4.5,5550,16065,2.0,False,3,9,3880,1670,2003,0,98040,47.5455,-122.214,1650000.0
249,2014-08-28,2.0,2.0,1600,64468,1.0,False,3,7,1600,0,1950,0,98072,47.7344,-122.14299999999999,995000.0
250,2014-09-05,4.0,4.0,2680,6000,1.0,False,3,7,1380,1300,1962,2014,98199,47.6557,-122.38799999999999,777000.0
251,2015-03-09,4.0,2.0,1970,7451,1.0,False,3,8,1350,620,1962,0,98133,47.765,-122.335,352500.0
252,2015-04-03,4.0,4.25,4645,7757,2.0,False,3,10,3855,790,2006,0,98112,47.6248,-122.29,1595000.0
253,2014-09-19,4.0,2.5,2780,6737,2.0,False,3,9,2780,0,2002,0,98006,47.5656,-122.12200000000001,739000.0
254,2014-05-16,4.0,3.0,5520,8313,2.0,False,3,9,3570,1950,2008,0,98006,47.5655,-122.12899999999999,1270000.0
255,2014-05-20,3.0,2.5,2090,4700,2.0,False,3,8,2090,0,2002,0,98042,47.3724,-122.104,289000.0
256,2015-03-27,3.0,2.0,1550,27003,1.5,False,3,8,1550,0,1982,0,98074,47.606,-122.056,537000.0
257,2014-07-08,2.0,1.75,1210,1032,2.0,False,3,8,1210,0,2014,0,98029,47.5522,-121.999,357562.0
258,2014-09-30,2.0,1.0,1030,4365,1.0,False,3,7,1030,0,1942,0,98117,47.6875,-122.387,450000.0
259,2015-04-23,4.0,2.25,2340,5300,1.0,False,5,8,1700,640,1963,0,98008,47.6202,-122.11200000000001,665000.0
260,2014-06-18,4.0,3.5,3810,9792,2.0,False,3,9,3810,0,1938,2013,98146,47.5018,-122.38,825000.0
261,2015-01-21,4.0,2.0,1490,13736,1.0,False,4,6,1490,0,1942,0,98125,47.711999999999996,-122.281,410000.0
262,2015-02-23,3.0,1.75,1780,11440,1.0,False,3,8,1350,430,1977,0,98059,47.474,-122.139,399000.0
263,2014-07-22,4.0,1.0,1780,4310,1.5,False,5,6,1780,0,1919,0,98118,47.5486,-122.27799999999999,336000.0
264,2015-04-03,4.0,2.25,2770,5320,2.0,False,3,9,2440,330,2013,0,98136,47.5283,-122.385,950000.0
265,2014-06-17,3.0,2.25,2010,10760,2.0,False,3,8,2010,0,1985,0,98052,47.7276,-122.103,605000.0
266,2014-09-04,3.0,1.0,1180,6000,1.0,False,3,7,1180,0,1950,0,98115,47.6853,-122.286,507000.0
267,2015-05-04,2.0,1.0,750,4500,1.0,False,3,6,750,0,1945,0,98122,47.607,-122.29700000000001,295000.0
268,2014-06-18,4.0,2.5,3250,5000,2.0,False,3,8,3250,0,2008,0,98059,47.4988,-122.148,580000.0
269,2014-06-23,4.0,2.5,2400,7351,2.0,False,3,9,2400,0,1990,0,98029,47.5707,-122.022,650000.0
270,2015-03-25,3.0,2.5,2630,4611,2.0,False,3,8,2630,0,2001,0,98065,47.5322,-121.868,497000.0
271,2014-08-25,2.0,2.0,1180,3200,1.0,False,4,6,590,590,1945,0,98136,47.5275,-122.383,360000.0
272,2015-04-27,3.0,1.75,1480,6120,1.5,False,3,7,1480,0,1946,0,98115,47.6858,-122.295,500000.0
273,2014-05-22,3.0,2.75,2200,14925,1.0,False,3,6,1100,1100,1982,0,98053,47.6606,-122.059,432000.0
274,2014-07-16,2.0,1.0,990,10556,2.0,False,3,7,990,0,1981,0,98056,47.5118,-122.18799999999999,250000.0
275,2014-08-01,4.0,1.75,1500,8400,1.0,False,3,7,1200,300,1956,0,98188,47.4531,-122.273,289950.0
276,2014-07-09,3.0,3.25,2220,8227,1.5,False,5,8,1770,450,1929,0,98108,47.5665,-122.316,569000.0
277,2014-07-23,4.0,2.0,1440,7950,1.0,False,5,6,1440,0,1962,0,98058,47.4517,-122.08200000000001,225500.0
278,2015-03-13,3.0,1.75,1390,7904,1.0,False,3,7,1390,0,1985,0,98056,47.4892,-122.181,406000.0
279,2014-05-21,3.0,2.25,2230,9053,2.0,False,4,9,2230,0,1987,0,98007,47.6594,-122.14399999999999,600000.0
280,2014-08-12,3.0,1.0,1660,11200,1.0,False,3,7,1660,0,1957,0,98056,47.5121,-122.16799999999999,261000.0
281,2014-07-11,3.0,1.75,1440,11325,1.0,False,4,8,1440,0,1966,0,98001,47.3503,-122.279,246000.0
282,2015-02-10,4.0,2.75,2610,8967,2.0,False,4,8,2610,0,1990,0,98042,47.3747,-122.124,372000.0
283,2014-09-20,5.0,1.75,1550,6986,1.0,False,3,7,1030,520,1978,0,98106,47.5503,-122.35600000000001,318500.0
284,2015-04-30,4.0,1.5,1580,10260,1.0,False,4,7,1030,550,1955,0,98007,47.5984,-122.147,475000.0
285,2014-07-25,4.0,1.0,1350,9000,1.5,False,4,7,1350,0,1964,0,98103,47.6953,-122.33200000000001,430000.0
286,2014-10-16,4.0,1.75,1890,4800,1.5,False,3,7,1390,500,1906,0,98119,47.6405,-122.367,775000.0
287,2014-06-25,3.0,2.25,1640,8400,1.0,False,3,8,1180,460,1968,0,98032,47.3733,-122.289,245700.0
288,2014-06-23,4.0,2.5,1540,1860,2.0,False,3,8,1540,0,2014,0,98029,47.5521,-121.999,491234.0
289,2014-10-17,3.0,2.25,1570,7200,2.0,False,3,8,1570,0,1991,0,98034,47.7332,-122.23200000000001,447450.0
290,2014-07-08,4.0,2.5,2610,5140,2.0,False,3,8,2610,0,2006,0,98103,47.6951,-122.346,674600.0
291,2014-10-28,3.0,1.75,1590,13500,1.0,False,4,7,1090,500,1980,0,98038,47.3621,-122.031,290000.0
292,2014-07-07,3.0,2.5,1990,12793,2.0,False,3,8,1990,0,1993,0,98028,47.7347,-122.226,450000.0
293,2014-07-18,2.0,1.0,1440,43560,1.0,False,4,7,1150,290,1965,0,98027,47.4916,-122.08200000000001,255500.0
294,2014-08-26,4.0,2.0,2130,2800,1.0,False,5,7,1070,1060,1922,0,98103,47.6545,-122.333,800000.0
295,2014-07-01,3.0,2.25,1660,5128,2.0,False,3,7,1660,0,2001,0,98019,47.7362,-121.96700000000001,300000.0
296,2014-06-05,3.0,2.25,1710,11500,1.0,False,3,7,1210,500,1978,0,98028,47.7675,-122.26700000000001,385000.0
297,2014-06-03,3.0,2.0,1080,7236,1.0,False,5,7,1080,0,1947,0,98125,47.7143,-122.32,390000.0
298,2014-08-29,2.0,1.0,1020,5000,1.0,False,4,7,1020,0,1916,0,98117,47.6781,-122.363,505000.0
299,2015-04-24,4.0,1.75,2250,292288,1.0,False,4,7,2250,0,1963,0,98042,47.3787,-122.09100000000001,411000.0
300,2014-08-26,3.0,2.25,1358,1204,3.0,False,3,7,1358,0,2007,0,98133,47.7054,-122.346,317000.0
301,2014-10-03,2.0,0.5,1180,7750,1.0,False,4,6,590,590,1945,0,98155,47.769,-122.316,273000.0
302,2014-05-22,3.0,1.0,870,5330,1.0,False,3,6,870,0,1969,2014,98042,47.369,-122.07700000000001,180000.0
303,2015-02-03,3.0,2.5,1530,3984,2.0,False,3,8,1530,0,1995,0,98029,47.568999999999996,-122.007,467000.0
304,2015-02-10,4.0,2.0,1200,8460,1.0,False,5,7,1200,0,1957,0,98188,47.4413,-122.277,173000.0
305,2014-06-04,3.0,1.75,1530,10731,1.0,False,3,7,1530,0,1986,0,98028,47.7655,-122.244,400000.0
306,2014-06-18,3.0,3.5,1360,1419,2.0,False,3,8,1040,320,2007,0,98107,47.6697,-122.37100000000001,515000.0
307,2014-06-17,3.0,2.0,1410,7466,1.0,False,3,7,1410,0,1983,0,98058,47.427,-122.147,229950.0
308,2015-04-29,1.0,1.0,600,3720,1.0,False,3,6,600,0,1920,0,98106,47.5558,-122.363,229000.0
309,2014-08-21,4.0,2.5,1600,14000,1.0,False,3,8,1310,290,1950,0,98125,47.7258,-122.32600000000001,427000.0
310,2014-11-21,3.0,1.5,1100,32700,1.0,False,3,7,1100,0,1967,0,98001,47.3186,-122.289,194820.0
311,2014-06-09,4.0,3.25,3300,15907,2.0,False,5,10,3300,0,1985,0,98040,47.5413,-122.21600000000001,1350000.0
312,2015-03-20,4.0,2.75,2020,7357,1.0,False,3,7,1350,670,1986,0,98034,47.7145,-122.225,520000.0
313,2014-11-07,3.0,2.5,2000,9669,2.0,False,4,8,2000,0,1992,0,98022,47.1964,-122.009,324360.0
314,2014-07-03,2.0,1.0,1190,6200,1.0,False,3,7,1190,0,1948,0,98133,47.7634,-122.34,295950.0
315,2014-12-15,4.0,2.75,2820,8009,2.0,False,3,9,2820,0,2001,0,98075,47.6,-121.977,682000.0
316,2015-03-30,3.0,2.25,1550,1485,3.0,False,3,8,1550,0,2011,0,98103,47.6989,-122.346,380000.0
317,2015-05-01,3.0,2.5,1770,9450,1.0,False,3,8,1770,0,1988,0,98001,47.3196,-122.272,289950.0
318,2015-04-29,4.0,2.5,2190,4866,2.0,False,3,7,2190,0,2009,0,98059,47.4907,-122.152,418500.0
319,2014-08-27,4.0,1.75,2100,10358,1.0,False,5,8,1280,820,1959,0,98133,47.7478,-122.338,457000.0
320,2014-07-08,3.0,1.75,2050,16313,1.0,False,2,8,2050,0,1973,0,98040,47.5743,-122.212,623000.0
321,2014-07-24,4.0,2.5,3000,5639,2.0,False,3,8,3000,0,2008,0,98052,47.7066,-122.115,759900.0
322,2014-07-02,4.0,2.5,1780,6000,2.0,False,3,7,1780,0,1991,0,98198,47.3828,-122.302,175000.0
323,2014-12-01,3.0,1.75,2220,7224,1.0,False,3,8,2040,180,1975,0,98177,47.773999999999994,-122.384,615000.0
324,2014-07-08,3.0,2.25,1900,46609,1.5,False,4,7,1440,460,1969,0,98072,47.7529,-122.116,600000.0
325,2014-05-29,3.0,1.5,1460,5040,1.0,False,3,7,1100,360,1971,0,98133,47.7112,-122.35700000000001,329932.0
326,2014-05-08,2.0,2.0,1870,4950,1.0,False,3,8,1870,0,2006,0,98053,47.7195,-122.022,559950.0
327,2014-07-28,5.0,2.75,3050,7500,1.0,False,4,8,1800,1250,1966,0,98034,47.7249,-122.18700000000001,517850.0
328,2014-10-30,4.0,3.5,5490,14300,1.0,False,3,12,2910,2580,1996,0,98006,47.5511,-122.11399999999999,1785000.0
329,2015-04-07,2.0,1.0,1700,3040,1.5,False,3,8,1460,240,1914,0,98119,47.6442,-122.369,710000.0
330,2015-03-20,4.0,2.5,2440,6581,2.0,False,3,8,2440,0,2014,0,98133,47.7321,-122.334,680000.0
331,2014-07-17,4.0,1.75,1320,4800,1.0,False,4,7,870,450,1930,0,98106,47.5534,-122.365,399700.0
332,2014-09-02,3.0,3.0,1990,9600,1.0,False,3,7,1440,550,1988,0,98003,47.3499,-122.296,245000.0
333,2014-05-21,4.0,2.75,1800,5453,1.0,False,3,7,1050,750,2002,0,98055,47.4632,-122.209,344500.0
334,2015-03-16,4.0,2.5,2490,6537,2.0,False,3,8,2490,0,2013,0,98065,47.5185,-121.884,595500.0
335,2015-02-09,3.0,1.75,1340,196020,1.0,False,4,7,1340,0,1987,0,98010,47.2931,-121.992,340000.0
336,2014-08-21,2.0,2.5,1470,2533,2.0,False,3,8,1470,0,2005,0,98033,47.6874,-122.165,487000.0
337,2014-06-24,3.0,1.75,2300,35722,1.0,False,3,9,2300,0,1984,0,98072,47.7455,-122.11200000000001,520000.0
338,2014-08-26,4.0,2.5,2040,6685,2.0,False,3,8,2040,0,1998,0,98133,47.7413,-122.354,500000.0
339,2014-09-18,3.0,2.0,1340,10200,1.5,False,3,7,1340,0,1953,0,98133,47.7756,-122.351,339950.0
340,2015-05-13,3.0,1.75,1540,8400,1.5,False,3,7,1540,0,1902,0,98122,47.6187,-122.295,900000.0
341,2015-03-30,4.0,2.5,2110,3825,2.0,False,3,7,2110,0,2012,0,98042,47.3602,-122.08200000000001,324500.0
342,2014-09-22,4.0,2.5,3620,42580,2.0,False,3,10,3620,0,1984,0,98052,47.7204,-122.115,900000.0
343,2014-07-08,3.0,2.25,2790,13791,1.0,False,3,8,2790,0,2006,0,98166,47.4389,-122.351,1131000.0
344,2015-03-10,2.0,1.0,960,5000,1.0,False,3,6,960,0,1951,0,98126,47.5188,-122.37200000000001,212625.0
345,2014-09-18,3.0,1.5,1790,229125,2.0,False,3,7,1790,0,1987,0,98022,47.2309,-122.009,475000.0
346,2014-09-03,4.0,1.5,1380,7800,1.0,False,3,7,1080,300,1928,0,98125,47.7093,-122.306,477000.0
347,2014-09-23,4.0,2.5,2810,11902,2.0,False,4,9,2810,0,1993,0,98059,47.5303,-122.14299999999999,747500.0
348,2014-08-15,3.0,1.0,1010,3060,1.5,False,3,6,1010,0,1904,0,98118,47.5657,-122.285,345000.0
349,2015-04-24,2.0,1.5,1400,4050,1.0,False,4,8,1400,0,1954,0,98115,47.6768,-122.26899999999999,699000.0
350,2015-03-11,3.0,2.5,2740,22499,2.0,False,3,9,2740,0,1994,0,98058,47.4597,-122.15299999999999,568000.0
351,2014-12-01,4.0,2.5,1900,5001,1.0,False,3,8,1200,700,2008,0,98133,47.7289,-122.335,500000.0
352,2015-04-08,4.0,1.75,1260,3880,1.0,False,5,7,860,400,1918,0,98117,47.687,-122.391,485000.0
353,2014-07-23,3.0,2.25,1670,7150,2.0,False,4,7,1670,0,1990,0,98042,47.3603,-122.088,282500.0
354,2014-11-24,4.0,1.75,2020,36400,1.0,False,4,8,1550,470,1976,0,98077,47.7627,-122.07600000000001,521000.0
355,2015-01-13,3.0,1.0,1590,6240,1.0,False,3,7,1060,530,1956,0,98146,47.4936,-122.337,229000.0
356,2014-05-31,3.0,2.25,1760,1146,3.0,False,3,9,1760,0,2014,0,98122,47.6073,-122.304,615000.0
357,2014-09-28,3.0,1.75,1690,7953,1.0,False,3,7,1690,0,1986,0,98030,47.3556,-122.175,259900.0
358,2014-08-12,4.0,3.0,3140,9058,1.0,False,3,9,2140,1000,1989,0,98006,47.5462,-122.154,946000.0
359,2014-08-21,2.0,1.0,910,6282,1.0,False,4,7,910,0,1939,0,98103,47.6967,-122.354,412000.0
360,2014-08-27,5.0,3.75,3090,4943,2.0,False,3,10,3090,0,2010,0,98058,47.4594,-122.133,551000.0
361,2014-11-19,3.0,1.75,2130,20423,1.0,False,3,9,2130,0,1953,0,98004,47.6339,-122.19200000000001,667500.0
362,2014-06-23,3.0,1.75,1610,8613,1.0,False,5,7,1610,0,1962,0,98033,47.6527,-122.195,725000.0
363,2015-03-25,4.0,1.0,1360,7132,1.5,False,3,6,1360,0,1941,0,98168,47.5054,-122.301,235000.0
364,2014-10-27,4.0,2.5,2050,10271,2.0,False,3,7,2050,0,1998,0,98042,47.3628,-122.075,331500.0
365,2014-07-22,4.0,2.5,2380,12573,1.0,False,4,9,2380,0,1963,0,98005,47.5984,-122.176,835100.0
366,2014-12-08,4.0,3.0,1984,4460,2.0,False,3,7,1984,0,2012,0,98002,47.3532,-122.211,292000.0
367,2015-03-24,2.0,1.0,780,5300,1.0,False,3,6,780,0,1941,0,98146,47.513000000000005,-122.354,130000.0
368,2014-11-04,4.0,3.5,3500,4000,2.0,False,3,10,2560,940,2000,0,98112,47.628,-122.29899999999999,1047000.0
369,2015-04-23,3.0,2.5,2310,11993,2.0,False,3,9,2310,0,1988,0,98006,47.5438,-122.139,765000.0
370,2015-01-19,4.0,3.5,4030,1024068,2.0,False,3,10,4030,0,2006,0,98045,47.4619,-121.744,855000.0
371,2014-10-03,2.0,1.0,1050,8220,1.0,False,4,6,780,270,1947,0,98155,47.7598,-122.316,310000.0
372,2014-06-02,4.0,3.25,4400,186846,2.0,False,4,9,4400,0,1993,0,98022,47.1593,-121.95700000000001,687000.0
373,2014-10-01,2.0,1.0,1160,32251,1.0,False,3,6,580,580,1963,2000,98010,47.3537,-121.939,330000.0
374,2014-11-04,4.0,2.0,1980,10585,1.5,False,2,6,1980,0,1924,0,98055,47.4836,-122.214,239000.0
375,2014-08-01,3.0,2.5,2660,10637,2.0,False,3,9,2660,0,1991,0,98011,47.7383,-122.22,595000.0
376,2014-08-27,4.0,2.25,2480,9780,1.0,False,4,8,1900,580,1975,0,98052,47.6388,-122.09899999999999,716000.0
377,2014-05-30,4.0,1.75,3420,7200,1.0,False,5,8,1770,1650,1947,0,98125,47.7081,-122.277,715000.0
378,2015-02-13,2.0,1.0,870,6126,1.0,False,4,7,870,0,1938,0,98125,47.7024,-122.322,387500.0
379,2014-07-22,4.0,3.5,3670,4960,2.0,False,3,9,2870,800,2005,0,98177,47.7022,-122.374,796000.0
380,2015-03-09,3.0,1.0,930,7590,1.0,False,3,6,820,110,1943,0,98166,47.4802,-122.335,200000.0
381,2014-07-08,2.0,2.0,1170,1890,1.5,False,4,8,1170,0,1927,0,98119,47.6402,-122.37100000000001,613000.0
382,2014-06-06,4.0,3.25,3450,11240,2.0,False,4,10,2430,1020,1960,2001,98166,47.4556,-122.37200000000001,1035000.0
383,2015-02-05,2.0,1.0,830,6893,1.0,False,3,7,830,0,1950,0,98125,47.7234,-122.32799999999999,222000.0
384,2014-10-16,2.0,1.0,950,15996,1.0,False,4,7,950,0,1946,1995,98045,47.4987,-121.787,193500.0
385,2014-10-28,2.0,1.75,1460,10506,1.0,False,3,7,1460,0,1983,0,98031,47.4048,-122.178,299950.0
386,2015-02-02,4.0,4.5,5670,84267,2.0,False,3,11,5670,0,2008,0,98010,47.323,-122.044,935000.0
387,2014-08-12,3.0,2.0,1850,16535,1.0,False,3,7,1850,0,1992,0,98014,47.6565,-121.912,265000.0
388,2014-07-18,3.0,2.5,1580,7000,2.0,False,3,8,1580,0,1992,0,98030,47.3659,-122.17,280000.0
389,2015-02-02,6.0,4.25,5860,13928,2.0,False,3,10,4150,1710,2013,0,98006,47.5382,-122.11399999999999,1750000.0
390,2015-03-17,3.0,2.75,3410,9360,1.5,False,4,8,3410,0,1967,0,98058,47.4497,-122.147,500000.0
391,2015-02-09,4.0,2.5,2370,4000,1.5,False,5,8,1980,390,1928,0,98144,47.601000000000006,-122.294,834000.0
392,2014-07-28,4.0,1.75,2510,7440,1.0,False,4,8,1290,1220,1962,0,98032,47.3748,-122.27600000000001,285000.0
393,2014-05-02,4.0,2.5,2820,8408,2.0,False,3,9,2820,0,2014,0,98155,47.7538,-122.325,625000.0
394,2014-10-15,3.0,2.5,1800,8518,2.0,False,3,7,1800,0,1996,0,98030,47.3643,-122.185,180500.0
395,2014-10-07,4.0,4.0,3530,10935,2.0,False,3,10,3530,0,1992,0,98023,47.3016,-122.34200000000001,510000.0
396,2015-03-19,2.0,2.0,1060,4000,1.0,False,2,7,1000,60,1914,0,98103,47.6626,-122.337,578888.0
397,2014-10-28,4.0,2.5,3230,16171,2.0,False,3,9,2520,710,2001,0,98001,47.3183,-122.25299999999999,480000.0
398,2015-02-25,5.0,4.0,4070,11334,2.0,False,3,10,4070,0,2014,0,98033,47.6771,-122.18700000000001,1454000.0
399,2015-02-23,3.0,1.0,1150,3090,1.0,False,3,6,1150,0,1910,0,98118,47.5506,-122.27600000000001,260000.0
400,2015-04-29,4.0,2.0,1960,10559,2.0,False,4,7,1960,0,1955,0,98133,47.7494,-122.337,415000.0
401,2014-06-17,5.0,3.5,2800,7350,2.0,False,3,7,2800,0,1995,0,98106,47.5273,-122.345,379900.0
402,2014-06-24,4.0,3.0,2560,5606,2.0,False,3,9,2560,0,2004,0,98092,47.3274,-122.178,350000.0
403,2014-12-04,4.0,3.25,4010,13797,2.0,False,3,11,4010,0,2003,0,98059,47.5229,-122.152,972000.0
404,2015-04-28,3.0,2.75,2260,4000,2.0,False,4,8,1540,720,1956,0,98109,47.6435,-122.353,705000.0
405,2014-10-31,3.0,1.75,1560,9514,1.0,False,4,7,1560,0,1967,0,98031,47.4088,-122.21,285000.0
406,2014-12-31,3.0,1.0,1180,5350,1.5,False,4,6,1180,0,1959,0,98178,47.505,-122.259,260000.0
407,2014-05-23,3.0,2.5,2510,5400,2.0,False,3,9,2510,0,1992,0,98056,47.5204,-122.206,550000.0
408,2015-02-06,3.0,1.0,1030,8395,1.0,False,4,7,1030,0,1960,0,98023,47.3322,-122.337,175000.0
409,2014-11-18,3.0,1.0,1370,17859,1.0,False,4,7,1150,220,1930,0,98024,47.5617,-121.859,275000.0
410,2015-04-23,3.0,2.5,2290,5089,2.0,False,3,9,2290,0,2001,0,98006,47.5443,-122.17200000000001,585000.0
411,2015-01-13,2.0,1.5,1510,1962,2.0,False,4,8,1510,0,1985,0,98007,47.6214,-122.15299999999999,451101.0
412,2014-06-10,5.0,2.75,3100,9825,2.0,False,4,8,3100,0,1950,1982,98125,47.7188,-122.281,700000.0
413,2014-10-27,3.0,1.75,1660,4800,1.0,False,3,7,960,700,1941,1996,98116,47.5734,-122.412,530000.0
414,2015-02-02,3.0,1.5,1200,7236,1.0,False,3,7,1200,0,1975,0,98011,47.739,-122.194,361000.0
415,2014-08-19,3.0,1.75,2520,5043,1.0,False,3,8,1260,1260,1957,0,98126,47.5339,-122.37200000000001,429000.0
416,2014-09-25,3.0,3.0,2400,3192,2.0,False,3,7,2400,0,1991,0,98103,47.6963,-122.348,570000.0
417,2014-06-25,2.0,1.75,1670,4008,1.0,False,3,9,1670,0,2005,0,98029,47.5539,-122.001,565000.0
418,2014-12-16,3.0,1.75,1680,14630,1.5,False,3,8,1680,0,1985,0,98027,47.5272,-122.044,425000.0
419,2015-01-15,4.0,2.25,2490,7233,1.0,False,3,8,1460,1030,1978,0,98023,47.3115,-122.396,275000.0
420,2015-03-12,4.0,2.5,2980,10459,2.0,False,3,9,2980,0,2001,0,98019,47.7354,-121.97399999999999,565000.0
421,2014-08-18,3.0,1.0,1630,8308,1.5,False,3,7,1630,0,1948,0,98146,47.5075,-122.37799999999999,474900.0
422,2014-11-13,3.0,1.75,2760,9137,1.0,False,3,7,1380,1380,1960,0,98007,47.6079,-122.132,465000.0
423,2014-08-28,4.0,2.5,3030,30000,2.0,False,4,9,3030,0,1981,0,98072,47.7468,-122.11200000000001,682000.0
424,2015-03-13,3.0,2.5,2120,3757,2.0,False,3,7,2120,0,2006,0,98059,47.4787,-122.12799999999999,400000.0
425,2014-07-22,4.0,2.5,1850,11250,1.5,False,3,7,1210,640,1981,0,98074,47.6264,-122.06200000000001,470000.0
426,2014-09-22,3.0,1.5,1360,6000,1.0,False,3,6,860,500,1911,0,98103,47.6846,-122.345,360000.0
427,2015-04-28,3.0,1.0,1590,8470,1.0,False,4,7,1140,450,1967,0,98058,47.4473,-122.15899999999999,314950.0
428,2014-10-10,3.0,2.75,2480,3240,1.5,False,3,9,1890,590,1929,0,98112,47.6399,-122.311,690000.0
429,2014-11-11,3.0,1.75,1170,8148,1.0,False,3,7,1170,0,1952,0,98155,47.7479,-122.318,399000.0
430,2014-05-28,2.0,3.25,1400,1243,3.0,False,3,8,1400,0,2000,0,98103,47.6534,-122.353,474800.0
431,2014-12-15,5.0,3.75,3830,8131,2.0,False,3,10,3830,0,2005,0,98075,47.5837,-121.971,852500.0
432,2014-12-12,4.0,3.25,1790,2460,2.0,False,4,7,1100,690,2000,0,98106,47.534,-122.346,385000.0
433,2014-10-06,4.0,2.25,2810,25990,2.0,False,3,8,1860,950,1959,0,98001,47.2993,-122.29299999999999,571500.0
434,2015-04-03,5.0,2.0,1730,10532,1.0,False,4,5,1730,0,1943,0,98056,47.5076,-122.178,325000.0
435,2014-08-20,3.0,1.5,1120,8366,1.0,False,3,7,1120,0,1968,0,98042,47.3632,-122.11,205000.0
436,2015-04-27,3.0,2.5,1572,4000,2.0,False,3,8,1572,0,2013,0,98092,47.2615,-122.198,299000.0
437,2015-02-19,3.0,1.75,1800,5102,1.0,False,3,7,1170,630,1952,0,98199,47.6514,-122.40700000000001,655000.0
438,2014-10-31,3.0,2.5,2100,7851,2.0,False,3,8,2100,0,1986,0,98052,47.7242,-122.105,515000.0
439,2015-04-09,4.0,2.25,2360,11523,2.0,False,4,10,2360,0,1968,0,98040,47.5318,-122.22399999999999,957500.0
440,2015-02-05,3.0,2.5,2350,7035,2.0,False,3,8,2350,0,1989,0,98029,47.5713,-122.02,613500.0
441,2015-03-25,4.0,2.0,1710,5200,1.0,False,4,7,910,800,1977,0,98042,47.3634,-122.09,247500.0
442,2014-09-27,4.0,3.5,2850,4416,1.5,False,3,7,2040,810,1926,0,98103,47.6835,-122.34200000000001,875000.0
443,2015-04-20,3.0,1.75,1630,4275,1.5,False,3,7,1630,0,1908,0,98115,47.6851,-122.322,567000.0
444,2014-10-14,4.0,2.5,2520,5000,2.0,False,3,9,2520,0,2004,0,98029,47.5524,-121.992,680000.0
